pid,nameAttested,nameTransliterated,bbox,id,reprLat,reprLong,timePeriods,timePeriodsKeys,minDate,maxDate,geometry,featureType
/places/108743,NULL,Andethanna,"6.0, 49.0, 7.0, 50.0",darmc-location-11388,49.651401000000000000000000000000,6.255967000000000000000000000000,RL,"roman,late-antique",-30,640,"{""type"": ""Point"", ""coordinates"": [6.255967, 49.651401]}",unknown
/places/108745,NULL,Anth̩e,NULL,anthee,NULL,NULL,M,modern,1700,2100,"{""type"": ""Point"", ""coordinates"": [4.762243, 50.240269]}",unknown
/places/108745,NULL,Anth̩e,NULL,darmc-location-17365,NULL,NULL,M,modern,1700,2100,"{""type"": ""Point"", ""coordinates"": [4.762243, 50.240269]}",unknown
/places/108745,NULL,Anth̩e,NULL,anthee,NULL,NULL,M,modern,1700,2100,"{""type"": ""Point"", ""coordinates"": [4.755675, 50.24224]}",villa
/places/108745,NULL,Anth̩e,NULL,dare-location,NULL,NULL,M,modern,1700,2100,"{""type"": ""Point"", ""coordinates"": [4.755675, 50.24224]}",villa
/places/108746,NULL,Antunnacum,"7.406147, 50.439196, 7.406147, 50.439196",antunnacum,50.439196000000000000000000000000,7.406147000000000000000000000000,RL,"roman,late-antique",-30,640,"{""type"": ""Point"", ""coordinates"": [7.406147, 50.439196]}",unknown
/places/108746,NULL,Antunnacum,"7.406147, 50.439196, 7.406147, 50.439196",darmc-location-11420,50.439196000000000000000000000000,7.406147000000000000000000000000,RL,"roman,late-antique",-30,640,"{""type"": ""Point"", ""coordinates"": [7.406147, 50.439196]}",unknown
/places/108747,NULL,Antwerpen,NULL,antwerpen,NULL,NULL,M,modern,1700,2100,"{""type"": ""Point"", ""coordinates"": [4.399272, 51.219718]}",unknown
/places/108747,NULL,Antwerpen,NULL,darmc-location-11421,NULL,NULL,M,modern,1700,2100,"{""type"": ""Point"", ""coordinates"": [4.399272, 51.219718]}",unknown
/places/108747,NULL,Antwerp,NULL,name.2018-04-08.1648065739,NULL,NULL,M,modern,1700,2100,"{""type"": ""Point"", ""coordinates"": [4.399272, 51.219718]}",unknown
